,Pais,Data,Decklist,Evento,Formato,Heroi,Resultado,Link do deck,Tipo de evento,Classe,Talento,Idade
1012,New Zealand,08 Feb 2025,"Sean Stanley – Cindra, Dracai of Retribution – Calling: Christchurch",Calling: Christchurch,Classic Constructed,"Cindra, Dracai of Retribution",1st,https://fabtcg.com/decklists/sean-stanley-cindra-dracai-of-retribution-calling-christchurch/,tc,['Ninja'],['Royal' 'Draconic'],['Adult']
1013,Australia,08 Feb 2025,"Cody Gebert – Nuu, Alluring Desire – Calling: Christchurch",Calling: Christchurch,Classic Constructed,"Nuu, Alluring Desire",2nd,https://fabtcg.com/decklists/cody-gebert-nuu-alluring-desire-calling-christchurch/,tc,['Assassin'],['Mystic'],['Adult']
1014,New Zealand,08 Feb 2025,"Jasin Long – Arakni, 5L!p3d 7hRu 7h3 cR4X – Calling: Christchurch",Calling: Christchurch,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",3rd,https://fabtcg.com/decklists/jasin-long-arakni-5lp3d-7hru-7h3-cr4x-calling-christchurch/,tc,['Assassin'],['Chaos'],['Adult']
1015,United States of America,08 Feb 2025,"Brodie Spurlock – Viserai, Rune Blood – Calling: Christchurch",Calling: Christchurch,Classic Constructed,"Viserai, Rune Blood",3rd,https://fabtcg.com/decklists/brodie-spurlock-viserai-rune-blood-calling-christchurch/,tc,['Runeblade'],['nenhum'],['Adult']
1016,New Zealand,08 Feb 2025,"Jayden Allan – Zen, Tamer of Purpose – Calling: Christchurch",Calling: Christchurch,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/jayden-allan-zen-tamer-of-purpose-calling-christchurch/,tc,['Ninja'],['Mystic'],['Adult']
1017,New Zealand,08 Feb 2025,"Lucas Ward – Enigma, Ledger of Ancestry – Calling: Christchurch",Calling: Christchurch,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/lucas-ward-enigma-ledger-of-ancestry-calling-christchurch/,tc,['Illusionist'],['Mystic'],['Adult']
1018,Australia,08 Feb 2025,"Fahad Rahman – Kano, Dracai of Aether – Calling: Christchurch",Calling: Christchurch,Classic Constructed,"Kano, Dracai of Aether",5th,https://fabtcg.com/decklists/fahad-rahman-kano-dracai-of-aether-calling-christchurch/,tc,['Wizard'],['nenhum'],['Adult']
1019,New Zealand,08 Feb 2025,"Thomas Bailey Galbraith – Zen, Tamer of Purpose – Calling: Christchurch",Calling: Christchurch,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/thomas-bailey-galbraith-zen-tamer-of-purpose-calling-christchurch/,tc,['Ninja'],['Mystic'],['Adult']
1020,New Zealand,08 Feb 2025,"Kasharn Rao – Ira, Crimson Haze – Commoner Gold Foil 24",Commoner Gold Foil,Commoner,"Ira, Crimson Haze",1st,https://fabtcg.com/decklists/kasharn-rao-ira-crimson-haze-commoner-gold-foil/,commoner,['Ninja'],['nenhum'],['Young']
1021,Thailand,02 Feb 2025,"Thanthawat “Vespa” Chujitngamsuwong – Enigma, Ledger of Ancestry – Battle Hardened: Bangkok",Battle Hardened: Bangkok,Classic Constructed,"Enigma, Ledger of Ancestry",1st,https://fabtcg.com/decklists/thanthawat-vespa-chujitngamsuwong-enigma-ledger-of-ancestry-battle-hardened-bangkok/,battle hardened,['Illusionist'],['Mystic'],['Adult']
1022,Thailand,02 Feb 2025,"Chayut Langthong – Victor Goldmane, High and Mighty – Battle Hardened: Bangkok",Battle Hardened: Bangkok,Classic Constructed,"Victor Goldmane, High and Mighty",2nd,https://fabtcg.com/decklists/chayut-langthong-victor-goldmane-high-and-mighty-battle-hardened-bangkok/,battle hardened,['Guardian'],['nenhum'],['Adult']
1023,Malaysia,02 Feb 2025,"Ji Timm Lee – Florian, Rotwood Harbinger – Battle Hardened: Bangkok",Battle Hardened: Bangkok,Classic Constructed,"Florian, Rotwood Harbinger",3rd,https://fabtcg.com/decklists/ji-timm-lee-florian-rotwood-harbinger-battle-hardened-bangkok/,battle hardened,['Runeblade'],['Elemental'],['Adult']
1024,United Kingdom,02 Feb 2025,"Jas Tin Lim – Viserai, Rune Blood – Battle Hardened: Bangkok",Battle Hardened: Bangkok,Classic Constructed,"Viserai, Rune Blood",3rd,https://fabtcg.com/decklists/jas-tin-lim-viserai-rune-blood-battle-hardened-bangkok/,battle hardened,['Runeblade'],['nenhum'],['Adult']
1025,Thailand,02 Feb 2025,Worranun Suklim – Dash I/O – Battle Hardened: Bangkok,Battle Hardened: Bangkok,Classic Constructed,Dash I/O,5th,https://fabtcg.com/decklists/worranun-suklim-dash-io-battle-hardened-bangkok/,battle hardened,['Mechanologist'],['nenhum'],['Adult']
1026,Philippines,02 Feb 2025,"Carlo Ople – Aurora, Shooting Star – Battle Hardened: Bangkok",Battle Hardened: Bangkok,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/carlo-ople-aurora-shooting-star-battle-hardened-bangkok/,battle hardened,['Runeblade'],['Elemental'],['Adult']
1027,Portugal,02 Feb 2025,"Pedro Carvalho – Nuu, Alluring Desire – Battle Hardened: Bangkok",Battle Hardened: Bangkok,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/pedro-carvalho-nuu-alluring-desire-battle-hardened-bangkok/,battle hardened,['Assassin'],['Mystic'],['Adult']
1028,Thailand,02 Feb 2025,"Ekalux Ua-areemitr – Aurora, Shooting Star – Battle Hardened: Bangkok",Battle Hardened: Bangkok,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/ekalux-ua-areemitr-aurora-shooting-star-battle-hardened-bangkok/,battle hardened,['Runeblade'],['Elemental'],['Adult']
1029,United States of America,02 Feb 2025,"Kevin Murphy – Prism, Awakener of Sol – Battle Hardened: Memphis",Battle Hardened: Memphis,Classic Constructed,"Prism, Awakener of Sol",1st,https://fabtcg.com/decklists/kevin-murphy-prism-awakener-of-sol-battle-hardened-memphis/,battle hardened,['Illusionist'],['Light'],['Adult']
1030,United States of America,02 Feb 2025,"Jacob Baugh – Cindra, Dracai of Retribution – Battle Hardened: Memphis",Battle Hardened: Memphis,Classic Constructed,"Cindra, Dracai of Retribution",2nd,https://fabtcg.com/decklists/jacob-baugh-cindra-dracai-of-retribution-battle-hardened-memphis/,battle hardened,['Ninja'],['Royal' 'Draconic'],['Adult']
1031,United States of America,02 Feb 2025,"Cody Williams – Zen, Tamer of Purpose – Battle Hardened: Memphis",Battle Hardened: Memphis,Classic Constructed,"Zen, Tamer of Purpose",3rd,https://fabtcg.com/decklists/cody-williams-zen-tamer-of-purpose-battle-hardened-memphis/,battle hardened,['Ninja'],['Mystic'],['Adult']
1032,United States of America,02 Feb 2025,"Brian Lorenz – Arakni, Marionette – Battle Hardened: Memphis",Battle Hardened: Memphis,Classic Constructed,"Arakni, Marionette",3rd,https://fabtcg.com/decklists/brian-lorenz-arakni-marionette-battle-hardened-memphis/,battle hardened,['Assassin'],['Chaos'],['Adult']
1033,United States of America,02 Feb 2025,"Lucas Oswald – Nuu, Alluring Desire – Battle Hardened: Memphis",Battle Hardened: Memphis,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/lucas-oswald-nuu-alluring-desire-battle-hardened-memphis/,battle hardened,['Assassin'],['Mystic'],['Adult']
1034,United States of America,02 Feb 2025,"Gabriel Ebady – Viserai, Rune Blood – Battle Hardened: Memphis",Battle Hardened: Memphis,Classic Constructed,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/gabriel-ebady-viserai-rune-blood-battle-hardened-memphis/,battle hardened,['Runeblade'],['nenhum'],['Adult']
1035,United States of America,02 Feb 2025,"Rich Pauls – Viserai, Rune Blood – Battle Hardened: Memphis",Battle Hardened: Memphis,Classic Constructed,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/rich-pauls-viserai-rune-blood-battle-hardened-memphis/,battle hardened,['Runeblade'],['nenhum'],['Adult']
1036,United States of America,02 Feb 2025,"Jonathan Fouk – Verdance, Thorn of the Rose – Battle Hardened: Memphis",Battle Hardened: Memphis,Classic Constructed,"Verdance, Thorn of the Rose",5th,https://fabtcg.com/decklists/jonathan-fouk-verdance-thorn-of-the-rose-battle-hardened-memphis/,battle hardened,['Wizard'],['Elemental'],['Adult']
1037,United States of America,02 Feb 2025,Michael Hamilton – Cindra – Calling: Memphis,Calling: Memphis,Booster Draft,Cindra,1st,https://fabtcg.com/decklists/michael-hamilton-cindra-calling-b-memphis/,calling,['Ninja'],['Royal' 'Draconic'],['Young']
1038,United States of America,02 Feb 2025,"Austin Redington – Arakni, Web of Deceit – Calling: Memphis",Calling: Memphis,Booster Draft,"Arakni, Web of Deceit",2nd,https://fabtcg.com/decklists/austin-redington-arakni-web-of-deceit-calling-b-memphis/,calling,['Assassin'],['Chaos'],['Young']
1039,United States of America,02 Feb 2025,Cedric DeRouchie – Fang – Calling: Memphis,Calling: Memphis,Booster Draft,Fang,3rd,https://fabtcg.com/decklists/cedric-derouchie-fang-calling-b-memphis/,calling,['Warrior'],['Royal' 'Draconic'],['Young']
1040,United States of America,02 Feb 2025,Gary Gold – Cindra – Calling: Memphis,Calling: Memphis,Booster Draft,Cindra,3rd,https://fabtcg.com/decklists/gary-gold-cindra-calling-b-memphis/,calling,['Ninja'],['Royal' 'Draconic'],['Young']
1041,United States of America,02 Feb 2025,"Alexander Vore – Fang, – Calling: Memphis",Calling: Memphis,Booster Draft,Fang,5th,https://fabtcg.com/decklists/alexander-vore-fang-calling-b-memphis/,calling,['Warrior'],['Royal' 'Draconic'],['Young']
1042,United Kingdom,02 Feb 2025,Alex Chițu – Fang – Calling: Memphis,Calling: Memphis,Booster Draft,Fang,5th,https://fabtcg.com/decklists/alex-chitu-fang-calling-memphis/,calling,['Warrior'],['Royal' 'Draconic'],['Young']
1043,United States of America,02 Feb 2025,Bryce Stroyek – Cindra – Calling: Memphis,Calling: Memphis,Booster Draft,Cindra,5th,https://fabtcg.com/decklists/bryce-stroyek-cindra-calling-b-memphis/,calling,['Ninja'],['Royal' 'Draconic'],['Young']
1044,United States of America,02 Feb 2025,Daniel Rutkowski – Fang – Calling: Memphis,Calling: Memphis,Booster Draft,Fang,5th,https://fabtcg.com/decklists/daniel-rutkowski-fang-calling-b-memphis/,calling,['Warrior'],['Royal' 'Draconic'],['Young']
1045,Canada,02 Feb 2025,Matt Muus – Enigma – Commoner Gold Foil – 24,Commoner Gold Foil,Commoner,Enigma,1st,https://fabtcg.com/decklists/matt-muus-enigma-commoner-gold-foil-24/,commoner,['Illusionist'],['Mystic'],['Young']
1046,United States of America,01 Feb 2025,"Brodie Spurlock – Cindra, Dracai of Retribution – Calling: Memphis",Calling: Memphis,Classic Constructed,"Cindra, Dracai of Retribution",1st,https://fabtcg.com/decklists/brodie-spurlock-cindra-dracai-of-retribution-calling-memphis/,calling,['Ninja'],['Royal' 'Draconic'],['Adult']
1047,United States of America,01 Feb 2025,"Nicholas Mihalas – Kano, Dracai of Aether – Calling: Memphis",Calling: Memphis,Classic Constructed,"Kano, Dracai of Aether",2nd,https://fabtcg.com/decklists/nicholas-mihalas-kano-dracai-of-aether-calling-memphis/,calling,['Wizard'],['nenhum'],['Adult']
1048,United States of America,01 Feb 2025,"Brian Hoffman – Aurora, Shooting Star – Calling: Memphis",Calling: Memphis,Classic Constructed,"Aurora, Shooting Star",3rd,https://fabtcg.com/decklists/brian-hoffman-aurora-shooting-star-calling-a-memphis/,calling,['Runeblade'],['Elemental'],['Adult']
1049,United Kingdom,01 Feb 2025,"Jacob Clements – Nuu, Alluring Desire – Calling: Memphis",Calling: Memphis,Classic Constructed,"Nuu, Alluring Desire",3rd,https://fabtcg.com/decklists/jacob-clements-nuu-alluring-desire-calling-a-memphis/,calling,['Assassin'],['Mystic'],['Adult']
1050,United States of America,01 Feb 2025,"Zak Miller – Kano, Dracai of Aether – Calling: Memphis",Calling: Memphis,Classic Constructed,"Kano, Dracai of Aether",5th,https://fabtcg.com/decklists/zak-miller-kano-dracai-of-aether-calling-a-memphis/,calling,['Wizard'],['nenhum'],['Adult']
1051,Austria,01 Feb 2025,"Florin-Cristian Loghin – Viserai, Rune Blood – Calling: Memphis",Calling: Memphis,Classic Constructed,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/florin-cristian-loghin-viserai-rune-blood-calling-a-memphis/,calling,['Runeblade'],['nenhum'],['Adult']
1052,United States of America,01 Feb 2025,"Dyllon Dietz – Nuu, Alluring Desire – Calling: Memphis",Calling: Memphis,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/dyllon-dietz-nuu-alluring-desire-calling-a-memphis/,calling,['Assassin'],['Mystic'],['Adult']
1053,United States of America,01 Feb 2025,"Jared Contaldi – Viserai, Rune Blood – Calling: Memphis",Calling: Memphis,Classic Constructed,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/jared-contaldi-viserai-rune-blood-calling-a-memphis/,calling,['Runeblade'],['nenhum'],['Adult']
1054,,31 Jan 2025,"Budget Deck – Arakni, 5L!p3d 7hRu 73h cR4X","Dev Download: Arakni, 5L!p3d 7hRu 73h cR4X",Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",nao informado,https://fabtcg.com/decklists/budget-deck-arakni-5lp3d-7hru-73h-cr4x/,dev download,['Assassin'],['Chaos'],['Adult']
1055,,30 Jan 2025,"Budget Deck – Arakni, Marionette",Dev Download: Arakni,Classic Constructed,"Arakni, Marionette",nao informado,https://fabtcg.com/decklists/budget-deck-arakni-marionette/,dev download,['Assassin'],['Chaos'],['Adult']
1056,,29 Jan 2025,"Budget Deck – Fang, Dracai of Blades",Dev Download: Fang,Classic Constructed,"Fang, Dracai of Blades",nao informado,https://fabtcg.com/decklists/budget-deck-fang-dracai-of-blades/,dev download,['Warrior'],['Royal' 'Draconic'],['Adult']
1057,,28 Jan 2025,"Budget Deck – Cindra, Dracai of Retribution",Dev Download: Cindra,Classic Constructed,"Cindra, Dracai of Retribution",nao informado,https://fabtcg.com/decklists/budget-deck-cindra-dracai-of-retribution/,dev download,['Ninja'],['Royal' 'Draconic'],['Adult']
1058,Italy,19 Jan 2025,"Tommaso Viscido – Arakni, Web of Deceit – Battle Hardened: Prague",Battle Hardened: Prague,Sealed Deck,"Arakni, Web of Deceit",1st,https://fabtcg.com/decklists/tommaso-viscido-arakni-web-of-deceit-battle-hardened-prague/,battle hardened,['Assassin'],['Chaos'],['Young']
1059,Poland,19 Jan 2025,Michał Krzyżyk – Fang – Battle Hardened: Prague,Battle Hardened: Prague,Sealed Deck,Fang,2nd,https://fabtcg.com/decklists/michal-krzyzyk-fang-battle-hardened-prague/,battle hardened,['Warrior'],['Royal' 'Draconic'],['Young']
1060,United States of America,19 Jan 2025,Christopher Iaali – Fang – Battle Hardened: Prague,Battle Hardened: Prague,Sealed Deck,Fang,3rd,https://fabtcg.com/decklists/christopher-iaali-fang-battle-hardened-prague/,battle hardened,['Warrior'],['Royal' 'Draconic'],['Young']
1061,Netherlands,19 Jan 2025,Thomas van den Berg – Cindra – Battle Hardened: Prague,Battle Hardened: Prague,Sealed Deck,Cindra,3rd,https://fabtcg.com/decklists/thomas-van-den-berg-cindra-battle-hardened-prague/,battle hardened,['Ninja'],['Royal' 'Draconic'],['Young']
1062,United Kingdom,19 Jan 2025,"Thomas Harle – Arakni, Web of Deceit – Battle Hardened: Prague",Battle Hardened: Prague,Sealed Deck,"Arakni, Web of Deceit",5th,https://fabtcg.com/decklists/thomas-harle-arakni-web-of-deceit-battle-hardened-prague/,battle hardened,['Assassin'],['Chaos'],['Young']
1063,Denmark,19 Jan 2025,Peter Nethan Henriksen – Fang – Battle Hardened: Prague,Battle Hardened: Prague,Sealed Deck,Fang,5th,https://fabtcg.com/decklists/peter-nethan-henriksen-fang-battle-hardened-prague/,battle hardened,['Warrior'],['Royal' 'Draconic'],['Young']
1064,Latvia,19 Jan 2025,Gints Dreimanis – Fang – Battle Hardened: Prague,Battle Hardened: Prague,Sealed Deck,Fang,5th,https://fabtcg.com/decklists/gints-dreimanis-fang-battle-hardened-prague/,battle hardened,['Warrior'],['Royal' 'Draconic'],['Young']
1065,Germany,19 Jan 2025,Kevin Zänker – Cindra – Battle Hardened: Prague,Battle Hardened: Prague,Sealed Deck,Cindra,5th,https://fabtcg.com/decklists/kevin-zanker-cindra-battle-hardened-prague/,battle hardened,['Ninja'],['Royal' 'Draconic'],['Young']
1066,Poland,19 Jan 2025,Piotr Przyczyna – Kano – Commoner Gold Foil,Commoner Gold Foil,Commoner,Kano,1st,https://fabtcg.com/decklists/piotr-przyczyna-kano-commoner-gold-foil/,commoner,['Wizard'],['nenhum'],['Young']
1067,Denmark,18 Jan 2025,Simon Nielsen – Fang – Calling: Prague,Calling: Prague,Booster Draft,Fang,1st,https://fabtcg.com/decklists/simon-nielsen-fang-calling-prague/,calling,['Warrior'],['Royal' 'Draconic'],['Young']
1068,Poland,18 Jan 2025,Maciej Janik – Fang – Calling: Prague,Calling: Prague,Booster Draft,Fang,2nd,https://fabtcg.com/decklists/maciej-janik-fang-calling-prague/,calling,['Warrior'],['Royal' 'Draconic'],['Young']
1069,Italy,18 Jan 2025,"Gianluigi Lia – Arakni, Web of Deceit – Calling: Prague",Calling: Prague,Booster Draft,"Arakni, Web of Deceit",3rd,https://fabtcg.com/decklists/gianluigi-lia-arakni-web-of-deceit-calling-prague/,calling,['Assassin'],['Chaos'],['Young']
1070,Netherlands,18 Jan 2025,David Kuric – Cindra – Calling: Prague,Calling: prague,Booster Draft,Cindra,3rd,https://fabtcg.com/decklists/david-kuric-cindra-calling-prague/,calling,['Ninja'],['Royal' 'Draconic'],['Young']
1071,United Kingdom,18 Jan 2025,Andrew Rayner – Cindra – Calling: Prague,Calling: Prague,Booster Draft,Cindra,5th,https://fabtcg.com/decklists/andrew-rayner-cindra-calling-prague/,calling,['Ninja'],['Royal' 'Draconic'],['Young']
1072,United States of America,18 Jan 2025,"Brodie Spurlock – Arakni, Web of Deceit – Calling: Prague",Calling: Prague,Booster Draft,"Arakni, Web of Deceit",5th,https://fabtcg.com/decklists/brodie-spurlock-arakni-web-of-deceit-calling-prague/,calling,['Assassin'],['Chaos'],['Young']
1073,Germany,18 Jan 2025,Felix Krisch – Cindra – Calling: Prague,Calling: Prague,Booster Draft,Cindra,5th,https://fabtcg.com/decklists/felix-krisch-cindra-calling-prague/,calling,['Ninja'],['Royal' 'Draconic'],['Young']
1074,Netherlands,18 Jan 2025,"Jimmy Nguyen – Arakni, Web of Deceit – Calling: Prague",Calling: Prague,Booster Draft,"Arakni, Web of Deceit",5th,https://fabtcg.com/decklists/jimmy-nguyen-arakni-web-of-deceit-calling-prague/,calling,['Assassin'],['Chaos'],['Young']
1075,Canada,12 Jan 2025,"Michael Jaszczur – Zen, Tamer of Purpose – Battle Hardened: Toronto",Battle Hardened: Toronto,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/michael-jaszczur-zen-tamer-of-purpose-battle-hardened-toronto/,battle hardened,['Ninja'],['Mystic'],['Adult']
1076,Canada,12 Jan 2025,"Jimmy Niro Demers – Zen, Tamer of Purpose – Battle Hardened: Toronto",Battle Hardened: Toronto,Classic Constructed,"Zen, Tamer of Purpose",2nd,https://fabtcg.com/decklists/jimmy-niro-demers-zen-tamer-of-purpose-battle-hardened-toronto/,battle hardened,['Ninja'],['Mystic'],['Adult']
1077,Canada,12 Jan 2025,"Michael Metallo – Enigma, Ledger of Ancestry – Battle Hardened: Toronto",Battle Hardened: Toronto,Classic Constructed,"Enigma, Ledger of Ancestry",3rd,https://fabtcg.com/decklists/michael-metallo-enigma-ledger-of-ancestry-battle-hardened-toronto/,battle hardened,['Illusionist'],['Mystic'],['Adult']
1078,Canada,12 Jan 2025,"Yuki Lee Bender – Nuu, Alluring Desire – Battle Hardened: Toronto",Battle Hardened: Toronto,Classic Constructed,"Nuu, Alluring Desire",3rd,https://fabtcg.com/decklists/yuki-lee-bender-nuu-alluring-desire-battle-hardened-toronto/,battle hardened,['Assassin'],['Mystic'],['Adult']
1079,United States of America,12 Jan 2025,"Evan Herndon – Zen, Tamer of Purpose – Battle Hardened: Toronto",Battle Hardened: Toronto,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/evan-herndon-zen-tamer-of-purpose-battle-hardened-toronto/,battle hardened,['Ninja'],['Mystic'],['Adult']
1080,Canada,12 Jan 2025,"Jean-Philippe Legacy – Viserai, Rune Blood – Battle Hardened: Toronto",Battle Hardened: Toronto,Classic Constructed,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/jean-philippe-legacy-viserai-rune-blood-battle-hardened-toronto/,battle hardened,['Runeblade'],['nenhum'],['Adult']
1081,United States of America,12 Jan 2025,"Brodie Spurlock – Viserai, Rune Blood – Battle Hardened: Toronto",Battle Hardened: Toronto,Classic Constructed,"Viserai, Rune Blood",5th,https://fabtcg.com/decklists/brodie-spurlock-viserai-rune-blood-battle-hardened-toronto/,battle hardened,['Runeblade'],['nenhum'],['Adult']
1082,Canada,12 Jan 2025,"Matt Muus – Enigma, Ledger of Ancestry – Battle Hardened: Toronto",Battle Hardened: Toronto,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/matt-muus-enigma-ledger-of-ancestry-battle-hardened-toronto/,battle hardened,['Illusionist'],['Mystic'],['Adult']
1083,Netherlands,09 Jan 2025,Dumpster Dive – One Trillion Lions vs The Sun,Dumpster Dive #10: The Wrong Way to Start 2025,Commoner,"Ira, Crimson Haze",nao informado,https://fabtcg.com/decklists/dumpster-dive-one-trillion-lions-vs-the-sun/,dumpster dive,['Ninja'],['nenhum'],['Young']
1084,Philippines,09 Jan 2025,Dumpster Dive – Dawnblade-LITE,Dumpster Dive #10: The Wrong Way to Start 2025,Commoner,Boltyn,nao informado,https://fabtcg.com/decklists/dumpster-dive-dawnblade-lite/,dumpster dive,['Warrior'],['Light'],['Young']
1085,Canada,09 Jan 2025,Dumpster Dive – Count Your Blessings at Home,Dumpster Dive #10: The Wrong Way to Start 2025,Commoner,Verdance,nao informado,https://fabtcg.com/decklists/dumpster-dive-count-your-blessings-at-home/,dumpster dive,['Wizard'],['Elemental'],['Young']
1086,United States of America,05 Jan 2025,"Naib Mobassir – Zen, Tamer of Purpose – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/naib-mobassir-zen-tamer-of-purpose-battle-hardened-atlanta/,battle hardened,['Ninja'],['Mystic'],['Adult']
1087,United States of America,05 Jan 2025,"Nathan Crawford – Zen, Tamer of Purpose – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Zen, Tamer of Purpose",2nd,https://fabtcg.com/decklists/nathan-crawford-zen-tamer-of-purpose-battle-hardened-atlanta/,battle hardened,['Ninja'],['Mystic'],['Adult']
1088,United States of America,05 Jan 2025,"Andrew Lorenz – Viserai, Rune Blood – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Viserai, Rune Blood",3rd,https://fabtcg.com/decklists/andrew-lorenz-viserai-rune-blood-battle-hardened-atlanta/,battle hardened,['Runeblade'],['nenhum'],['Adult']
1089,United States of America,05 Jan 2025,"Justin Evans – Viserai, Rune Blood – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Viserai, Rune Blood",3rd,https://fabtcg.com/decklists/justin-evans-viserai-rune-blood-battle-hardened-atlanta/,battle hardened,['Runeblade'],['nenhum'],['Adult']
1090,United States of America,05 Jan 2025,"Andrew Cook – Prism, Awakener of Sol – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Prism, Awakener of Sol",5th,https://fabtcg.com/decklists/andrew-cook-prism-awakener-of-sol-battle-hardened-atlanta-2025/,battle hardened,['Illusionist'],['Light'],['Adult']
1091,United States of America,05 Jan 2025,"Evan Brook – Azalea, Ace in the Hole – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Azalea, Ace in the Hole",5th,https://fabtcg.com/decklists/evan-brook-azalea-ace-in-the-hole-battle-hardened-atlanta/,battle hardened,['Ranger'],['nenhum'],['Adult']
1092,Philippines,05 Jan 2025,"Mikko Pena – Ira, Scarlet Revenger – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Ira, Scarlet Revenger",5th,https://fabtcg.com/decklists/mikko-pena-ira-scarlet-revenger-battle-hardened-atlanta/,battle hardened,['Ninja'],['nenhum'],['Adult']
1093,United States of America,05 Jan 2025,"Randy Davis – Enigma, Ledger of Ancestry – Battle Hardened: Atlanta",Battle Hardened: Atlanta,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/randy-davis-enigma-ledger-of-ancestry-battle-hardened-atlanta/,battle hardened,['Illusionist'],['Mystic'],['Adult']
1094,Hong Kong,05 Jan 2025,"Pudding Tam – Aurora, Shooting Star – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Classic Constructed,"Aurora, Shooting Star",1st,https://fabtcg.com/decklists/pudding-tam-aurora-shooting-star-battle-hardened-hong-kong/,battle hardened,['Runeblade'],['Elemental'],['Adult']
1095,Hong Kong,05 Jan 2025,"Alex Lo – Ira, Scarlet Revenger – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Classic Constructed,"Ira, Scarlet Revenger",2nd,https://fabtcg.com/decklists/alex-lo-ira-scarlet-revenger-battle-hardened-hong-kong/,battle hardened,['Ninja'],['nenhum'],['Adult']
1096,Hong Kong,05 Jan 2025,"Allen Lau – Aurora, Shooting Star – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Classic Constructed,"Aurora, Shooting Star",3rd,https://fabtcg.com/decklists/allen-lau-aurora-shooting-star-battle-hardened-hong-kong/,battle hardened,['Runeblade'],['Elemental'],['Adult']
1097,Hong Kong,05 Jan 2025,"Shing Tsang – Nuu, Alluring Desire – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Classic Constructed,"Nuu, Alluring Desire",3rd,https://fabtcg.com/decklists/shing-tsang-nuu-alluring-desire-battle-hardened-hong-kong/,battle hardened,['Assassin'],['Mystic'],['Adult']
1098,Hong Kong,05 Jan 2025,"Ian Chan – Aurora, Shooting Star – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Classic Constructed,"Aurora, Shooting Star",5th,https://fabtcg.com/decklists/ian-chan-aurora-shooting-star-battle-hardened-hong-kong/,battle hardened,['Runeblade'],['Elemental'],['Adult']
1099,Hong Kong,05 Jan 2025,"Man Ho Tang – Ira, Scarlet Revenger – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Classic Constructed,"Ira, Scarlet Revenger",5th,https://fabtcg.com/decklists/man-ho-tang-ira-scarlet-revenger-battle-hardened-hong-kong/,battle hardened,['Ninja'],['nenhum'],['Adult']
1100,Hong Kong,05 Jan 2025,Roderick So – Dorinthea Ironsong – Battle Hardened: Hong Kong,Battle Hardened: Hong Kong,Classic Constructed,Dorinthea Ironsong,5th,https://fabtcg.com/decklists/roderick-so-dorinthea-ironsong-battle-hardened-hong-kong/,battle hardened,['Warrior'],['nenhum'],['Adult']
1101,Hong Kong,05 Jan 2025,"Kelvin Law – Nuu, Alluring Desire – Battle Hardened: Hong Kong",Battle Hardened: Hong Kong,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/kelvin-law-nuu-alluring-desire-battle-hardened-hong-kong/,battle hardened,['Assassin'],['Mystic'],['Adult']
